timestamp,value,quality_flag
2019-04-14T07:00:00+00:00,0.0,0
2019-04-14T07:01:00+00:00,0.0,0
2019-04-14T07:02:00+00:00,0.0,0
2019-04-14T07:03:00+00:00,0.0,0
2019-04-14T07:04:00+00:00,0.0,0
2019-04-14T07:05:00+00:00,0.0,0
2019-04-14T07:06:00+00:00,0.0,0
2019-04-14T07:07:00+00:00,0.0,0
2019-04-14T07:08:00+00:00,0.0,0
2019-04-14T07:09:00+00:00,0.0,0
2019-04-14T07:10:00+00:00,0.0,0
2019-04-14T07:11:00+00:00,0.0,0
2019-04-14T07:12:00+00:00,0.0,0
2019-04-14T07:13:00+00:00,0.0,0
2019-04-14T07:14:00+00:00,0.0,0
2019-04-14T07:15:00+00:00,0.0,0
2019-04-14T07:16:00+00:00,0.0,0
2019-04-14T07:17:00+00:00,0.0,0
2019-04-14T07:18:00+00:00,0.0,0
2019-04-14T07:19:00+00:00,0.0,0
2019-04-14T07:20:00+00:00,0.0,0
2019-04-14T07:21:00+00:00,0.0,0
2019-04-14T07:22:00+00:00,0.0,0
2019-04-14T07:23:00+00:00,0.0,0
2019-04-14T07:24:00+00:00,0.0,0
2019-04-14T07:25:00+00:00,0.0,0
2019-04-14T07:26:00+00:00,0.0,0
2019-04-14T07:27:00+00:00,0.0,0
2019-04-14T07:28:00+00:00,0.0,0
2019-04-14T07:29:00+00:00,0.0,0
2019-04-14T07:30:00+00:00,0.0,0
2019-04-14T07:31:00+00:00,0.0,0
2019-04-14T07:32:00+00:00,0.0,0
2019-04-14T07:33:00+00:00,0.0,0
2019-04-14T07:34:00+00:00,0.0,0
2019-04-14T07:35:00+00:00,0.0,0
2019-04-14T07:36:00+00:00,0.0,0
2019-04-14T07:37:00+00:00,0.0,0
2019-04-14T07:38:00+00:00,0.0,0
2019-04-14T07:39:00+00:00,0.0,0
2019-04-14T07:40:00+00:00,0.0,0
2019-04-14T07:41:00+00:00,0.0,0
2019-04-14T07:42:00+00:00,0.0,0
2019-04-14T07:43:00+00:00,0.0,0
